Genus	predicted_mobility	Relaxase	PCN	Multiple_replicons	Length_chr	gc	Number_plasmids	Predicted_ptu	Logsize
Staphylococcus	mobilizable	MOBP	21.6389277390816	Single replicons	2480092	0.314187446259673	6	PTU-Bac40	3.76454971906447
Enterococcus	mobilizable	MOBV	21.4819501861364	Single replicons	2880300	0.362076852698994	4	PTU-Lab37	3.64068015327767
Escherichia	mobilizable	MOBQ	21.303106928308	Single replicons	4891786	49.3599212210734	8	PTU-E10	3.60873991906879
Klebsiella	mobilizable	No MOB	21.3029116220709	Multiple replicons	5185437	0.51434533124674	7	PTU-E76	3.28262211287806
Escherichia	mobilizable	MOBP	21.2479879195422	Single replicons	5213760	49.2096743477433	2	PTU-E3	3.72024201828706
Escherichia	non-mobilizable	No MOB	21.2445819179789	Single replicons	4929229	47.1367723615712	4	PTU-E47	3.32489949705231
Enterobacter	mobilizable	Multiple MOB	21.1873365775655	Single replicons	4741425	55.5963302752294	6	PTU-E3	3.5814945422909
Escherichia	mobilizable	No MOB	21.1544655669651	Single replicons	4752362	50.389032975176	6	PTU-E76	3.43120288455652
Salmonella	mobilizable	No MOB	21.1171301222357	Single replicons	4864685	0.556032427277062	1	PTU-E11	3.32159843046534
Klebsiella	mobilizable	No MOB	21.098027184769	Single replicons	5333677	0.411240721102863	7	PTU-E58	3.67348169707335
Escherichia	mobilizable	MOBQ	21.0965237636222	Multiple replicons	4814091	50.1117457164142	5	PTU-E10	3.60498162960743
Klebsiella	non-mobilizable	No MOB	21.0173008869199	Single replicons	5296999	0.447228381374723	6	PTU-E71	3.65417654187796
Klebsiella	mobilizable	No MOB	20.9983625286263	Single replicons	5320230	0.411028632025451	7	PTU-E58	3.67348169707335
Escherichia	mobilizable	No MOB	20.9943251515099	Single replicons	4953189	42.9830831546343	7	PTU-E58	3.62293896921149
Escherichia	mobilizable	Multiple MOB	20.9781372854695	Single replicons	4883081	47.3805718344877	5	PTU-E22	3.75058552734101
Salmonella	mobilizable	MOBP	20.9267711870101	Single replicons	4813547	0.555419921875	3	PTU-E3	3.61235994796777
Escherichia	non-mobilizable	No MOB	20.8858805650772	Single replicons	5023252	47.1204188481675	6	PTU-E47	3.32242605240595
Escherichia	mobilizable	MOBP	20.8329705558975	Single replicons	4983040	47.5225608717861	4	PTU-E22	3.76886000084296
Escherichia	mobilizable	No MOB	20.822595319135	Single replicons	4979149	51.7396907216495	5	PTU-E9	3.19089171692217
Staphylococcus	mobilizable	No MOB	20.816087854876	Single replicons	2822484	0.287268074216251	1	PTU-Bac16	3.49498897368317
Klebsiella	non-mobilizable	No MOB	20.8022285209276	Single replicons	5408158	0.48527397260274	5	PTU-FK	3.7664128471124
Escherichia	mobilizable	Multiple MOB	20.7872284061307	Single replicons	4848979	50.3780514149924	2	PTU-E1	3.66548718078281
Salmonella	mobilizable	Multiple MOB	20.7602060230252	Single replicons	4633429	0.563450201675458	5	PTU-E3	3.50826030551233
Escherichia	mobilizable	MOBQ	20.7567816130557	Single replicons	5141728	51.5009842519685	5	PTU-E10	3.60895369927586
Escherichia	mobilizable	MOBP	20.7508844834927	Single replicons	5528657	50.1843506759525	3	PTU-E1	3.86468903413685
Escherichia	mobilizable	MOBF	20.6493339498442	Single replicons	5312637	42.2837197706308	3	PTU-E1	3.60325266198165
Klebsiella	mobilizable	No MOB	20.5108877039397	Multiple replicons	5460602	0.513288170922355	7	PTU-E76	3.28307497473547
Escherichia	mobilizable	MOBQ	20.4953299698918	Single replicons	4999416	47.6089060987415	3	PTU-E7	3.71307032585564
Escherichia	non-mobilizable	No MOB	20.4825782891995	Single replicons	5101183	51.2926577042399	8	PTU-E11	3.28645646974698
Escherichia	mobilizable	MOBQ	20.4294419316182	Multiple replicons	4969640	51.4362877485883	2	PTU-E10	3.609914410086
Salmonella	mobilizable	MOBQ	20.4185649520225	Single replicons	4995493	0.498772704958272	2	PTU-E10	3.61002102466414
Klebsiella	mobilizable	No MOB	20.3998888257771	Single replicons	5331532	0.411240721102863	7	PTU-E58	3.67348169707335
Escherichia	mobilizable	No MOB	20.3867255960694	Single replicons	4599592	51.5151515151515	3	PTU-E9	3.1906117978136
Klebsiella	mobilizable	MOBP	20.3794291982827	Single replicons	5424949	0.563139931740614	6	PTU-E3	3.50826030551233
Escherichia	non-mobilizable	No MOB	20.362371392702	Single replicons	4993321	47.1367723615712	4	PTU-E47	3.32489949705231
Enterobacter	mobilizable	Multiple MOB	20.3129359393998	Single replicons	4773692	52.5083612040134	3	PTU-E3	3.67979117098035
Escherichia	mobilizable	Multiple MOB	20.2865272307318	Single replicons	5180264	46.5294399234083	6	PTU-E1	3.79705969469997
Klebsiella	non-mobilizable	No MOB	20.286014807121	Single replicons	5317588	0.50199203187251	11	PTU-E9	3.17782497186468
Escherichia	mobilizable	No MOB	20.2683645995655	Single replicons	4974345	51.0006455777921	6	PTU-E9	3.19005141775921
Escherichia	mobilizable	No MOB	20.2382362211209	Single replicons	4805734	48.2253337675024	10	PTU-E76	3.48727981644307
Enterococcus	non-mobilizable	No MOB	20.2381058573867	Single replicons	2907111	0.387878787878788	7	PTU-Lab37	3.29666519026153
Escherichia	mobilizable	MOBF	20.1954113245174	Single replicons	4970621	45.5764931331843	5	PTU-E1	3.49568306761692
Acinetobacter	mobilizable	MOBQ	20.1382651178176	Single replicons	3851088	0.367994100294985	7	PTU-Pse2	3.73431968085901
Klebsiella	non-mobilizable	No MOB	20.1301570137771	Single replicons	5306993	0.423769287288758	14	PTU-E71	3.7359181165313
Klebsiella	mobilizable	MOBP	20.0278937534957	Single replicons	5317588	0.485645452720337	11	PTU-E1	3.69731654173238
Escherichia	non-mobilizable	No MOB	20.0218849616523	Single replicons	4687599	50.199203187251	4	PTU-E9	3.17782497186468
Escherichia	mobilizable	MOBQ	19.9674565575703	Single replicons	5231450	49.4120529152376	6	PTU-E10	3.61087300038005
Acinetobacter	non-mobilizable	No MOB	19.9591559018065	Single replicons	3972920	0.3446088794926	2	PTU-Pse7	4.0365889767554
Escherichia	non-mobilizable	No MOB	19.9204983502668	Single replicons	4687599	43.6728395061728	4	PTU-E51	3.51054501020661
Escherichia	mobilizable	MOBQ	19.8345115426393	Single replicons	4897043	49.3630573248408	5	PTU-E10	3.61087300038005
Escherichia	non-mobilizable	No MOB	19.7945992301977	Single replicons	5289055	47.1904761904762	7	PTU-E47	3.32221929473392
Acinetobacter	non-mobilizable	No MOB	19.7748792319654	Single replicons	3908609	0.3446088794926	3	PTU-Pse7	4.0365889767554
Salmonella	non-mobilizable	No MOB	19.7578294409375	Single replicons	5120648	0.516042780748663	3	PTU-E76	3.35102285258412
Escherichia	non-mobilizable	No MOB	19.7436920167332	Single replicons	4686461	47.1680152308425	7	PTU-E47	3.32242605240595
Escherichia	mobilizable	Multiple MOB	19.7281902930042	Single replicons	5171181	47.2917776593855	10	PTU-E22	3.75058552734101
Escherichia	non-mobilizable	No MOB	19.7189815333231	Single replicons	4844289	47.1680152308425	4	PTU-E47	3.32242605240595
Klebsiella	mobilizable	MOBP	19.6971656302456	Single replicons	5316617	0.52739033757833	5	PTU-E3	3.69434191036418
Salmonella	mobilizable	MOBQ	19.689361660105	Single replicons	4668877	0.492937399678973	3	PTU-E7	3.79448804665917
Escherichia	mobilizable	No MOB	19.6681890422669	Single replicons	4783841	51.8685567010309	4	PTU-E9	3.19089171692217
Escherichia	mobilizable	MOBQ	19.6213484544151	Single replicons	5113034	49.876968503937	6	PTU-E10	3.60895369927586
Escherichia	mobilizable	No MOB	19.6187894080067	Single replicons	4619408	51.5796260477112	4	PTU-E9	3.1906117978136
Acinetobacter	non-mobilizable	No MOB	19.6137603837859	Single replicons	3993843	0.343717787195052	3	PTU-Pse7	3.9410639882199
Escherichia	non-mobilizable	No MOB	19.6073578126462	Single replicons	5165674	47.1743295019157	10	PTU-E47	3.31973049433022
Escherichia	mobilizable	MOBP	19.5913430843201	Single replicons	5072830	48.526193847342	7	PTU-E14	3.89036512144812
Escherichia	mobilizable	MOBF	19.5814331334033	Single replicons	5459741	43.4059286146401	2	PTU-E1	3.51930284923543
Salmonella	mobilizable	MOBP	19.5417533940857	Single replicons	4751335	0.485331728599368	3	PTU-E1	3.82262567877414
Escherichia	mobilizable	No MOB	19.5307462199248	Single replicons	4721433	42.2538497433505	10	PTU-E58	3.63205216670581
Acinetobacter	non-mobilizable	No MOB	19.5307147766945	Single replicons	3993838	0.343717787195052	3	PTU-Pse7	3.9410639882199
Enterococcus	non-mobilizable	No MOB	19.5109991794764	Single replicons	2718175	0.388074785245073	9	PTU-Lab37	3.2964457942064
Klebsiella	mobilizable	No MOB	19.4965829286948	Single replicons	5306794	0.514613778705637	8	PTU-E52	3.28239550474253
Escherichia	conjugative	MOBP	19.4924906645777	Single replicons	4695840	48.7194429066752	4	PTU-I1	4.53555993326044
Escherichia	mobilizable	Multiple MOB	19.4872467341013	Single replicons	5434745	47.5264512439234	7	PTU-E14	3.84472562797323
Escherichia	mobilizable	MOBP	19.3939730633491	Single replicons	4690654	49.0571120689655	5	PTU-E1	3.87063796321081
Escherichia	mobilizable	MOBQ	19.3909604683063	Single replicons	4843422	51.4734774066798	9	PTU-E10	3.6098077693287
Escherichia	non-mobilizable	No MOB	19.3639890176538	Single replicons	5278133	47.9980704293295	11	PTU-E47	3.31659930209386
Escherichia	mobilizable	No MOB	19.3534871911053	Single replicons	4737856	51.8685567010309	4	PTU-E9	3.19089171692217
Escherichia	mobilizable	MOBQ	19.3218388106536	Single replicons	5173861	47.5609756097561	7	PTU-E7	3.7131544018373
Escherichia	mobilizable	No MOB	19.3047388158675	Single replicons	4542590	51.5151515151515	3	PTU-E9	3.1906117978136
Escherichia	mobilizable	No MOB	19.2950112989175	Single replicons	4803771	48.7466255302738	7	PTU-E76	3.41380251676935
Klebsiella	mobilizable	MOBP	19.2883850053163	Single replicons	6034991	0.608967985683038	4	PTU-Q2	4.00251163128491
Escherichia	mobilizable	Multiple MOB	19.2622364145029	Single replicons	5063882	46.8402154398564	5	PTU-E75	3.74585519517373
Escherichia	mobilizable	MOBQ	19.2187646621003	Single replicons	5094619	47.5130636733114	4	PTU-E7	3.71323846154566
Escherichia	mobilizable	MOBQ	19.1911595748317	Single replicons	5063882	47.4438419829589	5	PTU-E7	3.71298623359438
Klebsiella	non-mobilizable	No MOB	19.1809454986055	Single replicons	5219314	0.45	1	PTU-E71	3.55388302664387
Enterobacter	mobilizable	MOBP	19.1193141100381	Single replicons	4939254	52.3976126775057	7	PTU-E3	3.68654689906301
Escherichia	non-mobilizable	No MOB	19.0546258345982	Single replicons	4894694	43.8485804416404	12	PTU-E9	3.27921051260139
Escherichia	mobilizable	MOBQ	19.0256908511335	Single replicons	4977723	51.5954835542464	5	PTU-E10	3.61002102466414
Escherichia	non-mobilizable	No MOB	19.0201148329573	Single replicons	4672002	47.1680152308425	1	PTU-E47	3.32242605240595
Escherichia	non-mobilizable	No MOB	18.949223740868	Single replicons	5095622	50.332005312085	7	PTU-E9	3.17782497186468
Acinetobacter	mobilizable	MOBP	18.9470371759371	Single replicons	2876784	0.377992633517495	5	PTU-Pse11	3.63788981658079
Escherichia	mobilizable	MOBP	18.9367003621129	Single replicons	5003672	47.3889875666075	5	PTU-E22	3.75050839485135
Salmonella	mobilizable	MOBP	18.9363197150304	Single replicons	5038546	0.504463313738297	2	PTU-E1	3.66209644541792
Salmonella	mobilizable	MOBP	18.9338000295659	Single replicons	4981102	0.529198732458126	1	PTU-E3	3.64522571153542
Staphylococcus	mobilizable	MOBV	18.9313524282985	Single replicons	2698219	0.302723895996698	3	PTU-Bac21	3.68538340980149
Escherichia	mobilizable	No MOB	18.8729900615365	Single replicons	4730551	51.3844172569221	5	PTU-E9	3.19117145572856
Escherichia	mobilizable	No MOB	18.8599544020174	Single replicons	4690654	51.3844172569221	5	PTU-E9	3.19117145572856
Escherichia	mobilizable	MOBQ	18.847094028378	Single replicons	5016643	49.8409591387326	4	PTU-E10	3.61140463771159
Escherichia	mobilizable	MOBQ	18.8122472988355	Single replicons	4977654	51.4608396759146	4	PTU-E10	3.609914410086
Escherichia	mobilizable	MOBQ	18.8004883248372	Single replicons	4949344	49.8409591387326	3	PTU-E10	3.61140463771159
Klebsiella	non-mobilizable	No MOB	18.7739521075137	Single replicons	5997182	0.469724220623501	3	PTU-E71	3.5232260419657
Escherichia	mobilizable	MOBQ	18.7130459292919	Single replicons	4939743	51.4734774066798	4	PTU-E10	3.6098077693287
Escherichia	mobilizable	MOBQ	18.6822566521006	Single replicons	5712798	51.1693309650681	8	PTU-E20	3.82968964089897
Escherichia	mobilizable	No MOB	18.6447530128539	Multiple replicons	4758695	51.0619069136918	5	PTU-E52	3.34498141392726
Escherichia	mobilizable	No MOB	18.5491191375186	Single replicons	5029720	51.8041237113402	6	PTU-E9	3.19089171692217
Klebsiella	mobilizable	No MOB	18.5387270328745	Single replicons	5333399	0.411240721102863	6	PTU-E58	3.67348169707335
Escherichia	mobilizable	MOBQ	18.4631874346738	Single replicons	5173732	47.5609756097561	4	PTU-E7	3.7131544018373
Escherichia	mobilizable	MOBF	18.4534693291941	Single replicons	5545879	43.4059286146401	2	PTU-E1	3.51930284923543
Escherichia	mobilizable	No MOB	18.4534272485875	Single replicons	5205472	44.0461576233734	5	PTU-E58	3.609914410086
Escherichia	mobilizable	No MOB	18.4296558206595	Single replicons	5231450	47.2520724593184	6	PTU-E58	3.51281775856487
Escherichia	mobilizable	Multiple MOB	18.4196758046976	Single replicons	4849261	47.5136239782016	8	PTU-E22	3.76878604690801
Escherichia	mobilizable	MOBQ	18.4183582531607	Single replicons	5524652	49.6859219115655	4	PTU-E20	3.90950254140542
Staphylococcus	non-mobilizable	No MOB	18.4039982231949	Multiple replicons	2826976	0.308127780024262	1	PTU-Bac20	3.3932241163613
Klebsiella	mobilizable	MOBP	18.3661482127767	Single replicons	5462996	0.545143833665622	6	PTU-E3	3.54543082946535
Escherichia	non-mobilizable	No MOB	18.3595847620915	Single replicons	4935580	47.1367723615712	3	PTU-E47	3.32489949705231
Enterococcus	non-mobilizable	No MOB	18.3560977886572	Single replicons	2912773	0.387878787878788	5	PTU-Lab37	3.29666519026153
Klebsiella	non-mobilizable	No MOB	18.2588694458435	Single replicons	5146051	0.431556632344034	5	PTU-E51	3.51877706892677
Klebsiella	mobilizable	No MOB	18.253396596788	Single replicons	5293333	0.46483660130719	6	PTU-E76	3.58263143948964
Escherichia	mobilizable	MOBQ	18.2516196489273	Single replicons	5163545	49.8654269635429	4	PTU-E10	3.61140463771159
Staphylococcus	non-mobilizable	No MOB	18.2251296528687	Single replicons	2569353	0.288445890968267	3	PTU-Bac16	3.39058187855044
Klebsiella	mobilizable	No MOB	18.2183944860181	Single replicons	5117462	0.514613778705637	11	PTU-E76	3.28239550474253
Staphylococcus	non-mobilizable	No MOB	18.2122849515018	Single replicons	2835329	0.308127780024262	1	PTU-Bac20	3.3932241163613
Staphylococcus	mobilizable	No MOB	18.1921823098318	Multiple replicons	2782155	0.284902109941146	1	PTU-Bac42	4.39754027384246
Klebsiella	mobilizable	MOBP	18.1686181712949	Single replicons	5245214	0.499041043344841	6	PTU-E3	3.71717102683231
Escherichia	mobilizable	MOBQ	18.1614150046877	Single replicons	5199107	51.4243614931238	2	PTU-E10	3.6098077693287
Escherichia	mobilizable	MOBF	18.1384310975582	Single replicons	4711093	42.2587883320868	10	PTU-E1	3.60325266198165
Klebsiella	non-mobilizable	No MOB	18.1268434976431	Multiple replicons	5573106	0.474148365900052	4	PTU-E71	3.76215319230359
Salmonella	mobilizable	MOBP	18.1234282363334	Single replicons	4744651	0.553084223013049	3	PTU-E1	3.5278875659527
Escherichia	mobilizable	MOBQ	18.0533612711114	Single replicons	5101183	52.2539857064321	8	PTU-E7	3.56086269472746
Staphylococcus	non-mobilizable	No MOB	18.0495047924413	Single replicons	2877083	0.308127780024262	1	PTU-Bac20	3.3932241163613
Escherichia	mobilizable	MOBP	18.0476316306191	Single replicons	5594529	46.4084740152267	3	PTU-E1	3.78118072093726
Klebsiella	mobilizable	MOBP	18.0212083800754	Single replicons	5460439	0.563450201675458	2	PTU-E3	3.50826030551233
Escherichia	mobilizable	MOBF	18.0127029788331	Single replicons	5477691	43.4059286146401	2	PTU-E1	3.51930284923543
Escherichia	non-mobilizable	No MOB	17.9811211427433	Single replicons	5010420	47.1204188481675	8	PTU-E47	3.32242605240595
Enterobacter	mobilizable	No MOB	17.9526348317613	Single replicons	4861751	51.4823717948718	8	PTU-E52	3.39724458101039
Salmonella	non-mobilizable	No MOB	17.9363342570025	Single replicons	5120962	0.516042780748663	3	PTU-E76	3.35102285258412
Salmonella	mobilizable	MOBQ	17.9346139701193	Single replicons	4809628	0.510627400768246	6	PTU-E19	3.59162103821332
Escherichia	conjugative	MOBP	17.9158637232533	Single replicons	5198889	40.9230367517462	3	PTU-X4	4.48626041183154
Escherichia	mobilizable	Multiple MOB	17.8889480288563	Single replicons	5018128	49.9631359056279	12	PTU-E10	3.60948768985329
Escherichia	mobilizable	MOBQ	17.8795237193128	Single replicons	4988215	49.2262100757326	6	PTU-E7	3.78347478758225
Escherichia	mobilizable	MOBQ	17.8430927540193	Single replicons	4993064	49.3754592211609	4	PTU-E10	3.610979379923
Escherichia	mobilizable	MOBP	17.8176775130805	Single replicons	5431628	55.0281815485019	6	PTU-E14	3.52775875252097
Klebsiella	mobilizable	MOBP	17.7986586031012	Single replicons	5228889	0.563450201675458	4	PTU-E3	3.50826030551233
Escherichia	mobilizable	No MOB	17.7894471072102	Single replicons	4753317	51.4877102199224	3	PTU-E9	3.18920948958231
Escherichia	mobilizable	MOBQ	17.7451261576445	Single replicons	4774808	50.3892944038929	3	PTU-E10	3.61384182187607
Bacillus	non-mobilizable	No MOB	17.7060075018768	Single replicons	5415637	0.403440670489634	7	PTU-Bac35	4.05442152446254
Escherichia	mobilizable	MOBQ	17.7032686430507	Single replicons	5038168	47.5130636733114	5	PTU-E7	3.71323846154566
Klebsiella	mobilizable	MOBP	17.5830475226028	Single replicons	5238074	0.492287183393639	2	PTU-E3	3.72024201828706
Acinetobacter	mobilizable	MOBQ	17.5584790402734	Single replicons	3226399	0.364726528224627	8	PTU-Pse2	3.83492909646058
Escherichia	mobilizable	No MOB	17.5477758699027	Single replicons	4600545	51.5151515151515	3	PTU-E9	3.1906117978136
Escherichia	mobilizable	MOBQ	17.4567817001614	Single replicons	4869560	51.4608396759146	7	PTU-E10	3.609914410086
Klebsiella	non-mobilizable	No MOB	17.390807274715	Single replicons	5256457	0.568956476140535	4	PTU-E11	3.28035069304601
Acinetobacter	mobilizable	MOBP	17.3393848240051	Single replicons	4093545	0.392563343205002	4	PTU-Pse11	3.78376069574392
Salmonella	mobilizable	No MOB	17.3174941729554	Single replicons	4813547	0.515459363957597	3	PTU-E76	3.35487642251623
Salmonella	mobilizable	MOBF	17.3131828485309	Single replicons	4856455	0.460642317380353	3	PTU-E1	3.50188049375506
Escherichia	mobilizable	MOBQ	17.3128986490601	Single replicons	4986004	50.6345926800472	10	PTU-E20	3.83097339732265
Escherichia	mobilizable	No MOB	17.3006547181542	Single replicons	4974899	51.8041237113402	6	PTU-E9	3.19089171692217
Escherichia	mobilizable	MOBQ	17.2983409984921	Single replicons	4917286	47.5130636733114	4	PTU-E7	3.71323846154566
Staphylococcus	non-mobilizable	No MOB	17.2668363638367	Single replicons	2834885	0.308127780024262	1	PTU-Bac20	3.3932241163613
Acinetobacter	non-mobilizable	No MOB	17.2549325063581	Single replicons	3943529	0.3446088794926	2	PTU-Pse7	4.0365889767554
Escherichia	mobilizable	Multiple MOB	17.2445163964377	Single replicons	5121071	41.6582661290323	3	PTU-E1	3.89960165914612
Escherichia	mobilizable	MOBQ	17.2358900027874	Single replicons	5072830	50.7676409802185	7	PTU-E20	3.83084519230861
Klebsiella	mobilizable	MOBP	17.2336186298007	Multiple replicons	5231789	0.563450201675458	6	PTU-E3	3.50826030551233
Escherichia	mobilizable	MOBQ	17.231348134068	Single replicons	5122397	47.472399767577	8	PTU-E7	3.71290212504722
Klebsiella	non-mobilizable	No MOB	17.2220850769567	Single replicons	5973426	0.528966650056291	4	PTU-E13	4.73386304734492
Salmonella	mobilizable	MOBP	17.2160457886509	Single replicons	4751449	0.532626619552415	3	PTU-E3	3.62787769457997
Escherichia	mobilizable	No MOB	17.2066461830662	Single replicons	5095622	55.6297709923664	7	PTU-E11	3.32139127831169
Staphylococcus	mobilizable	MOBV	17.1785148038538	Single replicons	2879031	0.300067582788916	2	PTU-Bac21	3.64728514502537
Escherichia	mobilizable	MOBQ	17.083280073205	Single replicons	5278133	48.3892617449664	11	PTU-E7	3.87215627274829
Escherichia	mobilizable	MOBF	17.0207582581112	Single replicons	5016451	45.2236764993163	6	PTU-E1	3.70918512955025
Escherichia	non-mobilizable	No MOB	16.9759459702151	Single replicons	5186323	50.199203187251	5	PTU-E9	3.17782497186468
Escherichia	mobilizable	MOBP	16.9700988875309	Single replicons	5081525	49.0902126029496	6	PTU-E1	3.71775369321072
Escherichia	mobilizable	MOBF	16.9337130387289	Single replicons	4986004	43.3296275708727	10	PTU-E1	3.55606115900953
Klebsiella	mobilizable	No MOB	16.9283186384893	Multiple replicons	5314618	0.411240721102863	6	PTU-E58	3.67348169707335
Acinetobacter	mobilizable	MOBP	16.9140063881579	Single replicons	3420387	0.36938738411198	4	PTU-Pse11	3.74044164494977
Escherichia	mobilizable	MOBP	16.9096650161923	Single replicons	4729689	46.983842010772	4	PTU-E1	3.74585519517373
Enterococcus	non-mobilizable	No MOB	16.8989316976646	Single replicons	2883542	0.387878787878788	5	PTU-Lab37	3.29666519026153
Escherichia	mobilizable	MOBQ	16.8794215814082	Single replicons	5067025	47.5324172634024	5	PTU-E7	3.71323846154566
Escherichia	non-mobilizable	No MOB	16.8271664313672	Single replicons	4944666	50.199203187251	5	PTU-E9	3.17782497186468
Escherichia	mobilizable	MOBF	16.7221707239955	Single replicons	4796534	45.1962974784552	5	PTU-E1	3.49596039488171
Escherichia	non-mobilizable	No MOB	16.7207337208471	Single replicons	4974345	47.2953566299665	6	PTU-E47	3.31993843998031
Enterococcus	non-mobilizable	No MOB	16.6577625494481	Multiple replicons	2887365	0.387878787878788	6	PTU-Lab37	3.29666519026153
Enterobacter	mobilizable	MOBP	16.635808458499	Single replicons	4948818	54.1565681047019	6	PTU-E3	3.91655921930111
Staphylococcus	mobilizable	MOBP	16.6145555557309	Single replicons	2435353	0.315165061898212	3	PTU-Bac40	3.76462439785098
Escherichia	non-mobilizable	No MOB	16.5980738790585	Single replicons	4962907	47.1680152308425	2	PTU-E47	3.32242605240595
Escherichia	mobilizable	MOBQ	16.5950749856367	Single replicons	4869560	50.5353620738236	7	PTU-E20	3.85113599501157
Escherichia	conjugative	MOBP	16.5931370893562	Single replicons	4800279	46.6519356166461	10	PTU-X3	4.66427520850508
Klebsiella	mobilizable	Multiple MOB	16.5828998544067	Single replicons	5245448	0.563450201675458	5	PTU-E3	3.50826030551233
Staphylococcus	mobilizable	MOBP	16.5433487252339	Single replicons	2504445	0.314958238420653	7	PTU-Bac40	3.8185557792978
Escherichia	conjugative	MOBF	16.4728833433838	Single replicons	4965000	52.0896705094451	2	PTU-N1	4.59240994757086
Klebsiella	non-mobilizable	No MOB	16.4012744168705	Single replicons	5860928	0.451233310703779	23	PTU-E71	3.64542226934909
Acinetobacter	mobilizable	MOBQ	16.3843241251015	Single replicons	3604384	0.376174682144831	8	PTU-Pse2	3.55846856252379
Klebsiella	mobilizable	No MOB	16.3642529495604	Single replicons	5965763	0.514423076923077	6	PTU-E52	3.39724458101039
Enterobacter	mobilizable	No MOB	16.3618742921658	Single replicons	4724319	51.4228456913828	2	PTU-E76	3.39707054995941
Escherichia	mobilizable	Multiple MOB	16.3507735013075	Single replicons	4996252	47.4985285462037	7	PTU-E14	3.83225337019701
Klebsiella	mobilizable	No MOB	16.3254472752809	Single replicons	5305150	0.411028632025451	7	PTU-E58	3.67348169707335
Staphylococcus	mobilizable	MOBP	16.3068832225411	Single replicons	2698219	0.315669774846486	3	PTU-Bac15	3.64315646561971
Escherichia	non-mobilizable	No MOB	16.3036542653896	Single replicons	4827214	50.7987220447284	5	PTU-E9	3.19451434188247
Klebsiella	conjugative	MOBF	16.2384544979393	Multiple replicons	5509882	0.509114583333333	7	PTU-FE	4.84914904737707
Escherichia	mobilizable	MOBQ	16.1973442187254	Single replicons	5278133	44.0210843373494	11	PTU-E7	3.82216807936802
Staphylococcus	non-mobilizable	No MOB	16.1745664903057	Single replicons	2467666	0.292468619246862	3	PTU-Bac19	3.37839790094814
Escherichia	mobilizable	MOBP	16.1683823549057	Single replicons	5219269	47.0772635072838	4	PTU-E1	3.73423960443545
Klebsiella	mobilizable	MOBP	16.1379890103823	Multiple replicons	5230102	0.563450201675458	8	PTU-E3	3.50826030551233
Klebsiella	mobilizable	MOBP	16.1068897097868	Single replicons	5293781	0.513262298798458	3	PTU-E3	3.64453705777841
Escherichia	mobilizable	MOBQ	16.0912395592443	Single replicons	5200778	47.5711244435843	7	PTU-E7	3.71323846154566
Escherichia	mobilizable	MOBQ	16.052811066914	Single replicons	5251940	47.5213013168087	5	PTU-E7	3.71298623359438
Staphylococcus	non-mobilizable	No MOB	16.0342231481414	Single replicons	2834854	0.308127780024262	1	PTU-Bac20	3.3932241163613
Escherichia	non-mobilizable	No MOB	15.9997655996839	Single replicons	5126687	47.2474868358066	7	PTU-E47	3.31993843998031
Escherichia	mobilizable	MOBP	15.9925618020533	Single replicons	5840137	50.32219391578	5	PTU-E1	3.82432112485077
Escherichia	mobilizable	No MOB	15.9246283745198	Single replicons	4729644	42.2538497433505	4	PTU-E58	3.63205216670581
Escherichia	mobilizable	MOBP	15.9217479421571	Single replicons	5186731	55.2327305069671	7	PTU-E1	3.5280163411892
Escherichia	mobilizable	MOBQ	15.9107074481511	Single replicons	4884114	47.8912601626016	7	PTU-E7	3.89608508542329
Enterococcus	non-mobilizable	No MOB	15.8787584889062	Single replicons	2875522	0.387878787878788	6	PTU-Lab37	3.29666519026153
Escherichia	mobilizable	MOBP	15.8642646556965	Single replicons	4635892	47.5395879448323	4	PTU-E22	3.76886000084296
Escherichia	mobilizable	No MOB	15.8467156868241	Single replicons	5101183	50.9938313913639	8	PTU-E9	3.16405529189345
Escherichia	mobilizable	MOBQ	15.8412762587087	Single replicons	5269977	47.5517708534933	7	PTU-E7	3.71323846154566
Escherichia	mobilizable	MOBQ	15.8266736031201	Single replicons	5018637	51.3269088213491	4	PTU-E20	3.82898195400792
Klebsiella	mobilizable	No MOB	15.8140331460865	Single replicons	5245448	0.514613778705637	5	PTU-E52	3.28239550474253
Klebsiella	mobilizable	No MOB	15.7933679359725	Single replicons	5293333	0.46483660130719	5	PTU-E52	3.58263143948964
Escherichia	mobilizable	MOBQ	15.7705628621894	Single replicons	5132631	49.803536345776	5	PTU-E10	3.6098077693287
Escherichia	mobilizable	MOBP	15.7544721980482	Single replicons	5040845	55.1304863582444	4	PTU-E1	3.5278875659527
Escherichia	mobilizable	MOBQ	15.753971420634	Single replicons	5038283	47.5130636733114	4	PTU-E7	3.71323846154566
Escherichia	mobilizable	MOBP	15.7275818557772	Single replicons	4734593	50.9670289187696	4	PTU-E3	3.73471984165568
Klebsiella	mobilizable	Multiple MOB	15.726942919633	Multiple replicons	5540133	0.545143833665622	5	PTU-E3	3.54543082946535
Staphylococcus	mobilizable	MOBV	15.7180146553105	Multiple replicons	2737392	0.283536732429695	1	PTU-Bac18	4.31662025163594
Escherichia	mobilizable	MOBQ	15.6455927296397	Single replicons	5230228	47.4733785091965	4	PTU-E7	3.71307032585564
Klebsiella	non-mobilizable	No MOB	15.6393587798351	Single replicons	5264380	0.447228381374723	6	PTU-E71	3.65417654187796
