Assembly, contig, coverage
GCA_023517735,NZ_CP077846.1,295.98166
GCA_023615345,NZ_CP115644.1,100.04545
GCA_023615345,NZ_CP115643.1,88.59338
GCA_023615705,NZ_CP115631.1,436.65015
GCA_023615705,NZ_CP115630.1,88.50551
GCA_023615705,NZ_CP115629.1,56.101563
GCA_023615745,NZ_CP115625.1,180.20021
GCA_023615745,NZ_CP115624.1,117.43359
GCA_023615745,NZ_CP115623.1,112.21249
GCA_023757925,NZ_CP092457.1,7173.335
GCA_023757925,NZ_CP092456.1,7952.9014
GCA_023757925,NZ_CP092455.1,1900.8499
GCA_023757925,NZ_CP092454.1,293.07846
GCA_023824315,NZ_CP098733.1,1471.8638
GCA_023824315,NZ_CP098732.1,1858.2461
GCA_024106315,NZ_CP115647.1,161.09013
GCA_024106315,NZ_CP115646.1,78.75775
GCA_024106315,NZ_CP115645.1,98.04163
GCA_024138435,NZ_CP076806.1,50.313168
GCA_024138435,NZ_CP076805.1,55.490818
GCA_024138435,NZ_CP076804.1,55.36775
GCA_024139015,NZ_CP076811.1,56.410942
GCA_024139015,NZ_CP076810.1,95.893166
GCA_024139015,NZ_CP076809.1,59.91
GCA_024139015,NZ_CP076808.1,26.966997
GCA_024139015,NZ_CP076807.1,55.839268
GCA_024139035,NZ_CP076813.1,83.718285
GCA_024139035,NZ_CP076812.1,42.486153
GCA_024139055,NZ_CP076816.1,125.15652
GCA_024139055,NZ_CP076815.1,73.48791
GCA_024139055,NZ_CP076814.1,57.229527
GCA_024139075,NZ_CP076820.1,122.39302
GCA_024139075,NZ_CP076819.1,165.24062
GCA_024139075,NZ_CP076818.1,50.68066
GCA_024139075,NZ_CP076817.1,51.617283
GCA_024139095,NZ_CP076822.1,109.32494
GCA_024139095,NZ_CP076821.1,46.390514
GCA_024271825,NZ_CP076803.1,130.93256
GCA_024271825,NZ_CP076802.1,30.954685
GCA_024271825,NZ_CP076801.1,49.48191
GCA_024426665,NZ_CP098522.1,73.88544
GCA_024426665,NZ_CP098521.1,156.422
GCA_024922185,NZ_CP115622.1,127.05673
GCA_024922185,NZ_CP115621.1,76.35631
GCA_025258705,NZ_CP104338.1,80.03779
GCA_025258705,NZ_CP104337.1,60.88851
GCA_025258705,NZ_CP104336.1,127.01836
GCA_025258705,NZ_CP104335.1,66.942726
GCA_025258705,NZ_CP104334.1,133.29678
GCA_025258745,NZ_CP104341.1,94.30778
GCA_025258745,NZ_CP104340.1,88.412025
GCA_025258745,NZ_CP104339.1,168.88875
GCA_025258765,NZ_CP104344.1,448.1005
GCA_025258765,NZ_CP104343.1,191.10075
GCA_025258765,NZ_CP104342.1,95.19328
GCA_025258785,NZ_CP104347.1,62.283943
GCA_025258785,NZ_CP104346.1,85.39308
GCA_025258785,NZ_CP104345.1,119.97754
GCA_025258805,NZ_CP104350.1,45.614983
GCA_025258805,NZ_CP104349.1,76.81249
GCA_025258805,NZ_CP104348.1,94.424
GCA_025258845,NZ_CP104353.1,185.08221
GCA_025258845,NZ_CP104352.1,72.86619
GCA_025258845,NZ_CP104351.1,37.069786
GCA_025369955,NZ_CP104449.1,95.07338
GCA_025369955,NZ_CP104448.1,72.21125
GCA_025369955,NZ_CP104447.1,136.06686
GCA_025398455,NZ_CP104658.1,1047.0095
GCA_025398455,NZ_CP104657.1,647.75415
GCA_025398455,NZ_CP104656.1,788.15186
GCA_025398455,NZ_CP104655.1,322.73648
GCA_025398455,NZ_CP104654.1,207.73941
GCA_025398455,NZ_CP104653.1,72.850426
GCA_025398455,NZ_CP104652.1,76.71639
GCA_025398455,NZ_CP104651.1,82.45758
GCA_025402915,NZ_CP104752.1,129.1372
GCA_025402915,NZ_CP104751.1,100.35254
GCA_025853895,NZ_CP107578.1,489.6922
GCA_025853895,NZ_CP107577.1,134.31654
GCA_025853915,NZ_CP107580.1,443.205
GCA_025853915,NZ_CP107579.1,98.18284
GCA_025853935,NZ_CP107582.1,476.20352
GCA_025853935,NZ_CP107581.1,129.499
GCA_025853955,NZ_CP107584.1,649.5305
GCA_025853955,NZ_CP107583.1,150.96205
GCA_025853975,NZ_CP107586.1,773.6899
GCA_025853975,NZ_CP107585.1,201.09418
GCA_025853995,NZ_CP107589.1,1316.8271
GCA_025853995,NZ_CP107588.1,92.69727
GCA_025853995,NZ_CP107587.1,142.5469
GCA_025854015,NZ_CP107592.1,613.9549
GCA_025854015,NZ_CP107591.1,23.18231
GCA_025854015,NZ_CP107590.1,43.581482
GCA_025854035,NZ_CP107594.1,62.302223
GCA_025854035,NZ_CP107593.1,150.90126
GCA_025854055,NZ_CP107596.1,884.87103
GCA_025854055,NZ_CP107595.1,259.41495
GCA_025854075,NZ_CP107598.1,172.48312
GCA_025854075,NZ_CP107597.1,42.742985
GCA_025854095,NZ_CP107600.1,85.20357
GCA_025854095,NZ_CP107599.1,211.2893
GCA_025854115,NZ_CP107602.1,546.90735
GCA_025854115,NZ_CP107601.1,167.89703
GCA_025854135,NZ_CP107604.1,884.3046
GCA_025854135,NZ_CP107603.1,221.60344
GCA_025854155,NZ_CP107607.1,1973.6364
GCA_025854155,NZ_CP107606.1,98.0863
GCA_025854155,NZ_CP107605.1,207.87717
GCA_025854175,NZ_CP107609.1,765.5483
GCA_025854175,NZ_CP107608.1,218.45671
GCA_025854195,NZ_CP107611.1,1007.94714
GCA_025854195,NZ_CP107610.1,248.33984
GCA_025854215,NZ_CP107613.1,767.8914
GCA_025854215,NZ_CP107612.1,173.2833
GCA_025854235,NZ_CP107615.1,1270.4703
GCA_025854235,NZ_CP107614.1,251.39827
GCA_025854255,NZ_CP107617.1,72.52906
GCA_025854255,NZ_CP107616.1,177.37651
GCA_025995075,NZ_AP025740.1,314.60947
GCA_026062515,NZ_CP110468.1,96.23589
GCA_026062515,NZ_CP110467.1,135.84416
GCA_026062515,NZ_CP110466.1,114.12494
GCA_026062515,NZ_CP110465.1,132.75383
GCA_026062515,NZ_CP110464.1,428.72165
GCA_026062515,NZ_CP110463.1,1065.5032
GCA_026062515,NZ_CP110462.1,99.22822
GCA_026194635,NZ_CP113453.1,287.4881
GCA_026194635,NZ_CP113452.1,22330.955
GCA_026194635,NZ_CP113451.1,30694.111
GCA_026194635,NZ_CP113450.1,20161.813
GCA_026194635,NZ_CP113449.1,57306.17
GCA_026194635,NZ_CP113448.1,2392.8489
GCA_026194635,NZ_CP113447.1,3107.141
GCA_026194635,NZ_CP113446.1,1610.6797
GCA_026194635,NZ_CP113445.1,1046.9756
GCA_026194635,NZ_CP113444.1,1169.805
GCA_026194635,NZ_CP113443.1,153.38692
GCA_026194635,NZ_CP113442.1,99.43384
GCA_027943685,NZ_AP025534.1,1508.9053
GCA_027943685,NZ_AP025533.1,1151.3009
GCA_027943685,NZ_AP025532.1,112.92161
GCA_027943685,NZ_AP025531.1,106.24773
GCA_028201495,NZ_CP116389.1,1274.8843
GCA_028201495,NZ_CP116388.1,304.025
GCA_028201495,NZ_CP116387.1,312.66425
GCA_028370175,NZ_CP116681.1,989.0465
GCA_028370175,NZ_CP116680.1,347.9665
GCA_028464005,NZ_CP116802.1,136.02296
GCA_028464005,NZ_CP116801.1,103.06851
GCA_028464025,NZ_CP116804.1,171.41393
GCA_028464025,NZ_CP116803.1,92.63477
GCA_028622695,NZ_CP117729.1,694.17224
GCA_028622695,NZ_CP117728.1,94.16192
GCA_028622715,NZ_CP117763.1,161.81558
GCA_028622715,NZ_CP117762.1,111.73276
GCA_028622715,NZ_CP117761.1,156.81018
GCA_028622775,NZ_CP117765.1,12.635861
GCA_028622775,NZ_CP117764.1,72.70381
GCA_028622915,NZ_CP117760.1,980.56213
GCA_028622915,NZ_CP117759.1,111.89369
GCA_028634015,NZ_CP131953.1,10909.998
GCA_028634015,NZ_CP131952.1,321.81705
GCA_028634015,NZ_CP131951.1,98.89912
GCA_028634015,NZ_CP131950.1,92.18055
GCA_029025705,NZ_CP118935.1,575.9187
GCA_029025705,NZ_CP118934.1,244.38713
GCA_029025705,NZ_CP118933.1,246.73758
GCA_029025845,NZ_CP118895.1,2037.0399
GCA_029025845,NZ_CP118894.1,2159.175
GCA_029025845,NZ_CP118893.1,942.86115
GCA_029025845,NZ_CP118892.1,208.12956
GCA_029392135,NZ_CP113938.1,135.07974
GCA_029392135,NZ_CP113937.1,81.88582
GCA_029392135,NZ_CP113936.1,113.2378
GCA_029392135,NZ_CP113935.1,63.500362
GCA_029392135,NZ_CP113934.1,80.85176
GCA_029392135,NZ_CP113933.1,232.93242
GCA_029392135,NZ_CP113932.1,59.242065
GCA_029713745,NZ_CP121578.1,257.52557
GCA_029713745,NZ_CP121577.1,76.47065
GCA_029713765,NZ_CP121559.1,470.34265
GCA_029713765,NZ_CP121558.1,40.68348
GCA_029713765,NZ_CP121557.1,51.68931
GCA_029713785,NZ_CP121566.1,744.74536
GCA_029713785,NZ_CP121565.1,57.695415
GCA_029713785,NZ_CP121564.1,60.56379
GCA_029713785,NZ_CP121563.1,128.04512
GCA_029713845,NZ_CP121562.1,651.5425
GCA_029713845,NZ_CP121561.1,104.97519
GCA_029713845,NZ_CP121560.1,172.36589
GCA_029713865,NZ_CP121611.1,230.99808
GCA_029713865,NZ_CP121610.1,49.132168
GCA_029713865,NZ_CP121609.1,44.5377
GCA_029713905,NZ_CP121580.1,437.32874
GCA_029713905,NZ_CP121579.1,72.12611
GCA_029713925,NZ_CP121587.1,108.71464
GCA_029713925,NZ_CP121586.1,50.438362
GCA_029713945,NZ_CP121628.1,744.6405
GCA_029713945,NZ_CP121627.1,81.48651
GCA_029713945,NZ_CP121626.1,66.858
GCA_029713945,NZ_CP121625.1,83.352425
GCA_029713965,NZ_CP121597.1,955.45874
GCA_029713965,NZ_CP121596.1,145.42511
GCA_029713965,NZ_CP121595.1,397.4344
GCA_029714005,NZ_CP121600.1,270.1038
GCA_029714005,NZ_CP121599.1,83.54387
GCA_029714005,NZ_CP121598.1,112.96808
GCA_029714045,NZ_CP121614.1,38.56065
GCA_029714045,NZ_CP121613.1,38.28745
GCA_029714045,NZ_CP121612.1,35.319557
GCA_029714085,NZ_CP121631.1,6458.1685
GCA_029714085,NZ_CP121630.1,1103.5317
GCA_029714085,NZ_CP121629.1,135.01949
GCA_029714105,NZ_CP121569.1,124.90654
GCA_029714105,NZ_CP121568.1,23.39797
GCA_029714105,NZ_CP121567.1,56.2268
GCA_029714145,NZ_CP121633.1,70.27898
GCA_029714145,NZ_CP121632.1,69.909515
GCA_029714165,NZ_CP121590.1,487.24487
GCA_029714165,NZ_CP121589.1,130.75302
GCA_029714165,NZ_CP121588.1,68.48467
GCA_029748815,NZ_CP121585.1,59.590538
GCA_029748815,NZ_CP121584.1,236.08408
GCA_029748815,NZ_CP121583.1,74.45373
GCA_029767905,NZ_CP130923.1,842.2658
GCA_029767905,NZ_CP130922.1,142.2884
GCA_029767905,NZ_CP130921.1,110.01616
GCA_030585225,NZ_CP043454.1,2957.0994
GCA_030585225,NZ_CP043453.1,145.8438
GCA_030585225,NZ_CP043452.1,216.48392
GCA_030585245,NZ_CP043457.1,1000.1901
GCA_030585245,NZ_CP043456.1,33.425056
GCA_030585245,NZ_CP043455.1,57.96546
GCA_030585265,NZ_CP043461.1,580.312
GCA_030585265,NZ_CP043460.1,183.85712
GCA_030585265,NZ_CP043459.1,92.64372
GCA_030585265,NZ_CP043458.1,91.22743
GCA_030585285,NZ_CP043464.1,2728.0803
GCA_030585285,NZ_CP043463.1,67.56683
GCA_030585285,NZ_CP043462.1,136.68315
GCA_030585325,NZ_CP043472.1,2100.3271
GCA_030585325,NZ_CP043471.1,220.84703
GCA_030585325,NZ_CP043470.1,49.403843
GCA_030585325,NZ_CP043469.1,106.21188
GCA_030704325,NZ_CP131945.1,372.41306
GCA_030704325,NZ_CP131944.1,87.76299
GCA_030718975,NZ_CP132215.1,82.94581
GCA_030718975,NZ_CP132214.1,58.214573
